store;id;name;priceDate;price;isBudgetBrand;quantity;unit;isWeighted;isBio;isAvailable;url
billa;"00-810158";Clever Eiscafé Latte Macchiato;2020-07-21;0.59;true;250;ml;false;false;true;https://shop.billa.at/produkte/00-810158;
billa;"00-810158";Clever Eiscafé Latte Macchiato;2020-03-07;0.58;true;250;ml;false;false;true;https://shop.billa.at/produkte/00-810158;
spar;"8805825216513";S-BUDGET Heringsalat Rote Rübe;2022-12-03;1.99;true;250;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8805825216513;
billa;"00-516366";Clever Heringssalat Rote Rübe;2023-05-15;1.99;true;250;g;false;false;true;https://shop.billa.at/produkte/00-516366;
spar;"8800418201601";S-BUDGET Kartoffel-Gnocchi 500G;2023-04-22;0.79;true;500;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8800418201601;
spar;"8800418201601";S-BUDGET Kartoffel-Gnocchi 500G;2023-01-21;0.65;true;500;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8800418201601;
spar;"8800418201601";S-BUDGET Kartoffel-Gnocchi 500G;2020-03-07;0.59;true;500;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8800418201601;
billa;"00-296825";Clever Gnocchi;2023-05-15;0.79;true;500;g;false;false;true;https://shop.billa.at/produkte/00-296825;
spar;"8800370130945";S-BUDGET Holunderblüten Sirup;2022-12-03;3.49;true;1500;ml;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8800370130945;
spar;"8800370130945";S-BUDGET Holunderblüten Sirup;2020-03-07;2.69;true;1500;ml;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8800370130945;
billa;"00-667247";Clever Sirup Holunderblüte;2023-05-15;3.49;true;1500;ml;false;false;true;https://shop.billa.at/produkte/00-667247;
billa;"00-667247";Clever Sirup Holunderblüte;2020-03-07;2.69;true;1500;ml;false;false;true;https://shop.billa.at/produkte/00-667247;
spar;"8800040517633";S-BUDGET Vollkorn Müsli Früchte;2023-05-15;2.09;true;1000;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8800040517633;
spar;"8800040517633";S-BUDGET Vollkorn Müsli Früchte;2023-03-04;2.29;true;1000;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8800040517633;
spar;"8800040517633";S-BUDGET Vollkorn Müsli Früchte;2023-02-04;2.19;true;1000;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8800040517633;
spar;"8800040517633";S-BUDGET Vollkorn Müsli Früchte;2022-12-03;2.09;true;1000;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8800040517633;
spar;"8800040517633";S-BUDGET Vollkorn Müsli Früchte;2020-03-07;1.69;true;1000;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8800040517633;
billa;"00-960630";Clever Früchte Müsli 32% Fruchtanteil;2023-05-15;2.09;true;1000;g;false;false;true;https://shop.billa.at/produkte/00-960630;
billa;"00-960630";Clever Früchte Müsli 32% Fruchtanteil;2020-03-07;1.69;true;1000;g;false;false;true;https://shop.billa.at/produkte/00-960630;
spar;"8800537116673";S-BUDGET Frische Eier aus Bodenhaltung;2022-12-03;2.49;true;10;stk;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8800537116673;
spar;"8800537116673";S-BUDGET Frische Eier aus Bodenhaltung;2020-04-23;1.69;true;10;stk;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8800537116673;
spar;"8800537116673";S-BUDGET Frische Eier aus Bodenhaltung;2020-03-25;1.89;true;10;stk;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8800537116673;
spar;"8800537116673";S-BUDGET Frische Eier aus Bodenhaltung;2020-03-07;1.79;true;10;stk;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8800537116673;
billa;"00-312703";Clever Eier aus Bodenhaltung M;2023-05-15;2.49;true;10;stk;false;false;true;https://shop.billa.at/produkte/00-312703;
billa;"00-312703";Clever Eier aus Bodenhaltung M;2020-05-21;1.69;true;10;stk;false;false;true;https://shop.billa.at/produkte/00-312703;
billa;"00-312703";Clever Eier aus Bodenhaltung M;2020-03-07;1.79;true;10;stk;false;false;true;https://shop.billa.at/produkte/00-312703;
spar;"8798899142657";S-BUDGET Astoria Natürliches Mineralwasser prickelnd;2023-03-04;0.33;true;1500;ml;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8798899142657;
spar;"8798899142657";S-BUDGET Astoria Natürliches Mineralwasser prickelnd;2023-02-04;0.35;true;1500;ml;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8798899142657;
spar;"8798899142657";S-BUDGET Astoria Natürliches Mineralwasser prickelnd;2022-12-03;0.33;true;1500;ml;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8798899142657;
spar;"8798899142657";S-BUDGET Astoria Natürliches Mineralwasser prickelnd;2020-06-17;0.27;true;1500;ml;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8798899142657;
spar;"8798899142657";S-BUDGET Astoria Natürliches Mineralwasser prickelnd;2020-03-07;0.25;true;1500;ml;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8798899142657;
billa;"00-720919";Clever Urquelle Mineralwasser Prickelnd;2023-05-15;0.33;true;1500;ml;false;false;true;https://shop.billa.at/produkte/00-720919;
billa;"00-720919";Clever Urquelle Mineralwasser Prickelnd;2020-07-28;0.27;true;1500;ml;false;false;true;https://shop.billa.at/produkte/00-720919;
spar;"8798949539841";S-BUDGET Österreichischer Sauerrahm 15% Fett;2023-04-15;0.79;true;250;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8798949539841;
spar;"8798949539841";S-BUDGET Österreichischer Sauerrahm 15% Fett;2022-12-03;0.85;true;250;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8798949539841;
spar;"8798949539841";S-BUDGET Österreichischer Sauerrahm 15% Fett;2020-03-10;0.65;true;250;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8798949539841;
spar;"8798949539841";S-BUDGET Österreichischer Sauerrahm 15% Fett;2020-03-07;0.59;true;250;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8798949539841;
billa;"00-420428";Clever Sauerrahm 15%;2023-05-15;0.79;true;250;g;false;false;true;https://shop.billa.at/produkte/00-420428;
billa;"00-420428";Clever Sauerrahm 15%;2020-03-07;0.65;true;250;g;false;false;true;https://shop.billa.at/produkte/00-420428;
spar;"8799784632321";S-BUDGET Haltbare Magermilch 0,5% Fett;2023-04-15;0.99;true;1000;ml;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8799784632321;
spar;"8799784632321";S-BUDGET Haltbare Magermilch 0,5% Fett;2023-01-28;1.09;true;1000;ml;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8799784632321;
spar;"8799784632321";S-BUDGET Haltbare Magermilch 0,5% Fett;2023-01-07;1.15;true;1000;ml;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8799784632321;
spar;"8799784632321";S-BUDGET Haltbare Magermilch 0,5% Fett;2022-12-03;0.99;true;1000;ml;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8799784632321;
spar;"8799784632321";S-BUDGET Haltbare Magermilch 0,5% Fett;2020-03-10;0.69;true;1000;ml;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8799784632321;
spar;"8799784632321";S-BUDGET Haltbare Magermilch 0,5% Fett;2020-03-07;0.65;true;1000;ml;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8799784632321;
billa;"00-746474";Clever Haltbarmilch 0.5%;2023-05-15;0.99;true;1000;ml;false;false;true;https://shop.billa.at/produkte/00-746474;
billa;"00-746474";Clever Haltbarmilch 0.5%;2020-04-23;0.69;true;1000;ml;false;false;true;https://shop.billa.at/produkte/00-746474;
billa;"00-746474";Clever Haltbarmilch 0.5%;2020-03-07;0.75;true;1000;ml;false;false;true;https://shop.billa.at/produkte/00-746474;
spar;"8798791434241";S-BUDGET Mignonschnitten;2022-12-03;1.49;true;210;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8798791434241;
spar;"8798791434241";S-BUDGET Mignonschnitten;2020-03-07;1.19;true;210;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8798791434241;
billa;"00-338417";Clever Mignon-Schnitten Trio;2023-05-15;1.49;true;210;g;false;false;true;https://shop.billa.at/produkte/00-338417;
billa;"00-338417";Clever Mignon-Schnitten Trio;2020-03-07;1.19;true;210;g;false;false;true;https://shop.billa.at/produkte/00-338417;
spar;"8798786420737";S-BUDGET Butter;2023-05-15;1.85;true;250;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8798786420737;
spar;"8798786420737";S-BUDGET Butter;2023-03-11;1.89;true;250;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8798786420737;
spar;"8798786420737";S-BUDGET Butter;2023-02-11;1.99;true;250;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8798786420737;
spar;"8798786420737";S-BUDGET Butter;2023-01-28;2.39;true;250;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8798786420737;
spar;"8798786420737";S-BUDGET Butter;2022-12-03;2.59;true;250;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8798786420737;
spar;"8798786420737";S-BUDGET Butter;2020-03-07;1.59;true;250;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8798786420737;
billa;"00-425413";Clever Österreichische Teebutter;2023-05-15;1.85;true;250;g;false;false;true;https://shop.billa.at/produkte/00-425413;
billa;"00-425413";Clever Österreichische Teebutter;2020-03-07;1.59;true;250;g;false;false;true;https://shop.billa.at/produkte/00-425413;
spar;"8799990579201";S-BUDGET Flips Classic;2023-03-25;0.89;true;200;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8799990579201;
spar;"8799990579201";S-BUDGET Flips Classic;2023-02-18;0.99;true;200;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8799990579201;
spar;"8799990579201";S-BUDGET Flips Classic;2023-02-04;0.89;true;200;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8799990579201;
spar;"8799990579201";S-BUDGET Flips Classic;2023-01-07;0.99;true;200;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8799990579201;
spar;"8799990579201";S-BUDGET Flips Classic;2022-12-03;0.89;true;200;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8799990579201;
spar;"8799990579201";S-BUDGET Flips Classic;2020-06-17;0.69;true;200;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8799990579201;
billa;"00-500413";Clever Erdnuss Flips;2023-05-17;0.89;true;200;g;false;false;true;https://shop.billa.at/produkte/00-500413;
billa;"00-500413";Clever Erdnuss Flips;2023-05-15;0.99;true;200;g;false;false;true;https://shop.billa.at/produkte/00-500413;
billa;"00-500413";Clever Erdnuss Flips;2020-03-07;0.69;true;200;g;false;false;true;https://shop.billa.at/produkte/00-500413;
spar;"8798766432257";S-BUDGET Himbeer-Zitrone Sirup;2022-12-03;3.49;true;1500;ml;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8798766432257;
spar;"8798766432257";S-BUDGET Himbeer-Zitrone Sirup;2020-03-07;2.69;true;1500;ml;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8798766432257;
billa;"00-868687";Clever Sirup Himbeer-Zitrone;2023-05-15;3.49;true;1500;ml;false;false;true;https://shop.billa.at/produkte/00-868687;
billa;"00-868687";Clever Sirup Himbeer-Zitrone;2020-03-07;2.69;true;1500;ml;false;false;true;https://shop.billa.at/produkte/00-868687;
spar;"8802908930049";S-BUDGET Österreichischer Butterkäse 45 % F. i. T.;2023-05-16;3.79;true;350;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/8802908930049;
