store;id;name;priceDate;price;isBudgetBrand;quantity;unit;isWeighted;isBio;isAvailable;url
billa;"00-790114";Clever Artischocken gegrillt;2022-04-14;1.49;true;280;g;false;false;true;https://shop.billa.at/produkte/00-790114;
billa;"00-790114";Clever Artischocken gegrillt;2021-04-07;1.19;true;280;g;false;false;true;https://shop.billa.at/produkte/00-790114;
billa;"00-790114";Clever Artischocken gegrillt;2017-04-05;1.59;true;280;g;false;false;true;https://shop.billa.at/produkte/00-790114;
spar;"2020001355679";S-BUDGET Artischocken gegrillt;2022-09-30;1.99;true;280;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/2020001355679;
spar;"2020001355679";S-BUDGET Artischocken gegrillt;2017-06-22;1.59;true;280;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/2020001355679;
spar;"2020001355679";S-BUDGET Artischocken gegrillt;2017-04-20;1.58;true;280;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/2020001355679;
billa;"00-399881";Clever Back- & Kochschokolade;2023-04-15;1.89;true;400;g;false;false;true;https://shop.billa.at/produkte/00-399881;
billa;"00-399881";Clever Back- & Kochschokolade;2023-02-17;1.99;true;400;g;false;false;true;https://shop.billa.at/produkte/00-399881;
billa;"00-399881";Clever Back- & Kochschokolade;2022-10-06;1.59;true;400;g;false;false;true;https://shop.billa.at/produkte/00-399881;
billa;"00-399881";Clever Back- & Kochschokolade;2022-10-03;1.43;true;400;g;false;false;true;https://shop.billa.at/produkte/00-399881;
billa;"00-399881";Clever Back- & Kochschokolade;2022-04-21;1.59;true;400;g;false;false;true;https://shop.billa.at/produkte/00-399881;
billa;"00-399881";Clever Back- & Kochschokolade;2021-11-27;1.49;true;400;g;false;false;true;https://shop.billa.at/produkte/00-399881;
billa;"00-399881";Clever Back- & Kochschokolade;2021-11-25;1.12;true;400;g;false;false;true;https://shop.billa.at/produkte/00-399881;
billa;"00-399881";Clever Back- & Kochschokolade;2020-12-16;1.49;true;400;g;false;false;true;https://shop.billa.at/produkte/00-399881;
spar;"7212666";S-BUDGET Back- & Kochschokolade 400G;2023-04-05;1.89;true;400;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/7212666;
spar;"7212666";S-BUDGET Back- & Kochschokolade 400G;2023-03-21;1.79;true;400;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/7212666;
spar;"7212666";S-BUDGET Back- & Kochschokolade 400G;2022-09-30;1.59;true;400;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/7212666;
spar;"7212666";S-BUDGET Back- & Kochschokolade 400G;2017-04-20;1.49;true;400;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/7212666;
billa;"00-417636";Clever Baguette 2er;2022-12-15;0.69;true;300;g;false;false;true;https://shop.billa.at/produkte/00-417636;
billa;"00-417636";Clever Baguette 2er;2022-09-29;0.65;true;300;g;false;false;true;https://shop.billa.at/produkte/00-417636;
billa;"00-417636";Clever Baguette 2er;2022-06-02;0.59;true;300;g;false;false;true;https://shop.billa.at/produkte/00-417636;
billa;"00-417636";Clever Baguette 2er;2022-04-21;0.55;true;300;g;false;false;true;https://shop.billa.at/produkte/00-417636;
billa;"00-417636";Clever Baguette 2er;2022-03-31;0.59;true;300;g;false;false;true;https://shop.billa.at/produkte/00-417636;
billa;"00-417636";Clever Baguette 2er;2022-02-05;0.55;true;300;g;false;false;true;https://shop.billa.at/produkte/00-417636;
billa;"00-417636";Clever Baguette 2er;2021-12-09;0.49;true;300;g;false;false;true;https://shop.billa.at/produkte/00-417636;
billa;"00-417636";Clever Baguette 2er;2021-11-11;0.45;true;300;g;false;false;true;https://shop.billa.at/produkte/00-417636;
billa;"00-417636";Clever Baguette 2er;2021-05-27;0.39;true;300;g;false;false;true;https://shop.billa.at/produkte/00-417636;
billa;"00-417636";Clever Baguette 2er;2021-01-20;0.45;true;300;g;false;false;true;https://shop.billa.at/produkte/00-417636;
spar;"7271083";S-BUDGET Baguettes 2 x 150g;2023-01-03;0.69;true;300;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/7271083;
spar;"7271083";S-BUDGET Baguettes 2 x 150g;2022-09-30;0.65;true;300;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/7271083;
spar;"7271083";S-BUDGET Baguettes 2 x 150g;2022-03-30;0.59;true;300;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/7271083;
spar;"7271083";S-BUDGET Baguettes 2 x 150g;2022-02-09;0.55;true;300;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/7271083;
spar;"7271083";S-BUDGET Baguettes 2 x 150g;2021-12-15;0.49;true;300;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/7271083;
spar;"7271083";S-BUDGET Baguettes 2 x 150g;2021-10-13;0.45;true;300;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/7271083;
spar;"7271083";S-BUDGET Baguettes 2 x 150g;2021-05-19;0.39;true;300;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/7271083;
spar;"7271083";S-BUDGET Baguettes 2 x 150g;2017-04-20;0.45;true;300;g;false;false;true;https://www.interspar.at/shop/lebensmittel/p/7271083;
billa;"00-258074";Clever Bananen aus Kolumbien;2023-05-06;1.69;true;1000;g;true;false;true;https://shop.billa.at/produkte/00-258074;
billa;"00-258074";Clever Bananen aus Kolumbien;2023-04-29;1.49;true;1000;g;true;false;true;https://shop.billa.at/produkte/00-258074;
